x,y,z
2.6197586059570312,-1.2793055772781372,0.0004000663757324217
2.6999649624070634,-1.375229175386979,0.0003553670719811629
2.7811526920372605,-1.4675820774879005,0.00031460147624375685
2.863288472875996,-1.556400379562229,0.0002776787498211037
2.946338982951644,-1.641720177591293,0.00024450805401410373
3.0302709002925816,-1.7235775675564202,0.00021499855012365734
3.1150509029271802,-1.802008645438938,0.00018905939945066435
3.200645668883816,-1.8770495072201756,0.0001665997632960253
3.2870218761908623,-1.9487362488814588,0.00014752880296064016
3.3741462028766933,-2.017104966404117,0.00013175567974540919
3.4619853269696836,-2.082191755769477,0.00011918955495123271
3.5505059264982073,-2.144032712958868,0.00010973958987901068
3.6396746794906387,-2.202663933953616,0.00010331494582964362
3.7294582639753524,-2.2581215147350506,9.982478410403147e-05
3.8198233579807233,-2.310441551284499,9.917826600307451e-05
3.910736639535125,-2.3596601395832892,0.00010128455282767295
4.00216478666693,-2.4058133756127478,0.00010605280587872697
4.094074477404517,-2.4489373553542046,0.00011339218645713695
4.186432389776258,-2.489068174788988,0.00012321185586380279
4.279205201810526,-2.5262419298984224,0.00013542097539962492
4.372359591535697,-2.5604947166638388,0.00014992870636550343
4.465862236980144,-2.591862631066564,0.0001666442100623386
4.559679816172242,-2.620381769087925,0.0001854766477910305
4.653779007140366,-2.646088226709251,0.00020633518085247946
4.748126487912889,-2.6690180999118684,0.00022912897054758573
4.842688936518186,-2.6892074846771075,0.0002537671781772492
4.937433030984633,-2.7066924769862934,0.0002801589650423704
5.032325449340602,-2.7215091728207566,0.00030821349244384953
5.127332869614467,-2.7336936681618225,0.0003378399216825865
5.222421969834603,-2.74328205899082,0.00036894741405948175
5.317559428029386,-2.7503104412890775,0.0004014451308754356
5.412711922227189,-2.7548149110379225,0.0004352422334313479
5.507846130456386,-2.7568315642186834,0.00047024788302811924
5.60292873074535,-2.7563964968126853,0.0005063712409666492
5.697926401122459,-2.7535458048012593,0.0005435214685478389
5.792805819616085,-2.748315584165732,0.0005816077270725877
5.887533664254602,-2.740741930887432,0.000620539177841796
5.982076613066385,-2.730860940947686,0.0006602249821563646
6.076401344079809,-2.718708710327822,0.000700574301317193
6.170474535323245,-2.7043213350091673,0.0007414962966251816
6.264262864825072,-2.687734910973053,0.0007829001293812308
6.3577330106136625,-2.668985534200803,0.0008246949608862406
6.4508516507173885,-2.648109300673747,0.0008667899524411112
6.543585463164629,-2.625142306373213,0.0009090942653467427
6.635901125983754,-2.6001206472805283,0.0009515170609040358
6.727765317203137,-2.5730804193770203,0.0009939675004138901
6.819144714851158,-2.5440577186440185,0.001036354745177206
6.910005996956188,-2.513088641062849,0.001078587956494884
7.000315841546598,-2.480209282614841,0.0011205762956678236
7.090040926650768,-2.445455739281321,0.001162228923996926
7.17914793029707,-2.4088641070436188,0.0012034550027830904
7.267603530513878,-2.3704704818830598,0.0012441636933272176
7.355374405329568,-2.3303109597809737,0.001284264156930208
7.442427232772511,-2.2884216367186876,0.0013236655548929614
7.528728690871085,-2.24483860867753,0.001362277048516378
7.614245457653661,-2.199597971638828,0.0014000077991013573
7.698944211148614,-2.1527358215839096,0.0014367669679488009
7.782791629384322,-2.104288254494103,0.0014724637163596086
7.865754390389154,-2.054291366350736,0.0015070072056346804
7.947799172191489,-2.0027812531351366,0.0015403065970749162
8.028892652819696,-1.9497940108286316,0.001572271051981216
8.109001510302157,-1.8953657354125504,0.0016028097316544818
8.18809242266724,-1.8395325228682198,0.0016318317973956116
8.26613206794332,-1.7823304691769684,0.0016592464105055066
8.343087124158773,-1.7237956703201232,0.0016849627322850667
8.41892426934197,-1.663964222279012,0.0017088899240351922
8.493610181521293,-1.6028722210349635,0.0017309371470567837
8.56711153872511,-1.5405557625693056,0.0017510135626507414
8.639395018981794,-1.477050942863365,0.0017690283321179646
