x,y,z
-13.3500000000000,6.50000000000000,0.000797228453167
-13.3160475194979,6.48741379423102,0.000830011396328
-13.2855448737423,6.40376631340125,0.000857419221983
-13.2399881063661,6.32573426155426,0.00087976305816
-13.1799658902713,6.25309387058345,0.00089740570211
-13.1066624171264,6.18540374314037,0.000910732674445
-13.0212644518463,6.12222154149712,0.000920129593966
-12.9249587593456,6.06310492792577,0.000925982079474
-12.8189321045391,6.00761156469842,0.000928675749768
-12.7043712523416,5.95529911408714,0.000928596223649
-12.5824629676676,5.90572523836402,0.000926129119919
-12.4543940154321,5.85844759980114,0.000921660057377
-12.3213511605497,5.8130238606706,0.000915574654824
-12.1845211679351,5.76901168324447,0.00090825853106
-12.0450908025032,5.72596872979484,0.000900097304886
-11.9042468291685,5.6834526625938,0.000891476595103
-11.763176012846,5.64102114391342,0.000882782020511
-11.6230651184502,5.5982318360258,0.000874399199911
-11.4851009108959,5.55464240120302,0.000866713752103
-11.3504614598162,5.50981374267274,0.000860108470833
-11.2197747942778,5.46351177795539,0.000854787444393
-11.0927996828219,5.41582642036891,0.00085067234263
-10.9692181326829,5.36687619414833,0.000847659896026
-10.8487121510951,5.31677962352868,0.000845646835061
-10.7309637452929,5.265655232745,0.000844529890216
-10.6156549225105,5.21362154603232,0.000844205791972
-10.5024676899825,5.16079708762569,0.000844571270809
-10.391084054943,5.10730038176012,0.000845523057209
-10.2811860246264,5.05324995267065,0.000846957881651
-10.1724556062671,4.99876432459233,0.000848772474617
-10.0645748070993,4.94396202176018,0.000850863566587
-9.95722563435756,4.88896156840924,0.000853127888043
-9.85009009527608,4.83388148877454,0.000855462169464
-9.74285019708921,4.77884030709111,0.000857763141331
-9.63518794703131,4.723956547594,0.000859927534126
-9.52678535233672,4.66934873451823,0.000861852078328
-9.41736502329995,4.6151202582772,0.000863446669122
-9.30690947765585,4.56127763498895,0.00086470547131
-9.19550367302685,4.50778919874825,0.000865655863709
-9.08323281533352,4.4546231911027,0.000866325305644
-8.97018211049646,4.40174785359988,0.000866741256438
-8.85643676443625,4.34913142778735,0.000866931175416
-8.74208198307347,4.29674215521271,0.000866922521902
-8.6272029723287,4.24454827742354,0.00086674275522
-8.51188493812253,4.1925180359674,0.000866419334693
-8.39621308637554,4.14061967239189,0.000865979719645
