x,y,z
-1.0883163108794152,0.9065640253635142,0
-0.8136067753950708,0.8608952057806595,0
-0.37566648910912515,0.6837932744913746,0
0.1549210063229325,0.4117803695950406,0
0.7131543619599916,0.07934999348915436,0
1.274068414680446,-0.2935539809518775,0
1.830175933049624,-0.6933393705980514,0
2.3740626128006648,-1.1064404949257467,0
2.8993322284120184,-1.5189290600100687,0
3.4190936020412304,-1.9099295768162619,0
3.96400749519086,-2.2523150080338397,0
4.565241958578573,-2.51876156748099,0
5.231149527010492,-2.6869864947314293,0
5.920296153287321,-2.7457072383018697,0
6.584681248296661,-2.6850921061608566,0
7.17630422292611,-2.495309406276936,0
7.6473847912964805,-2.1666307279558534,0
7.988394279485108,-1.7072605685926128,0
8.271329564132817,-1.1636237810235261,0
8.578649889277932,-0.5870501270113193,0
8.985495099036376,-0.025731262924589285,0
9.48153297656987,0.5087862812953182,0
10.001105134888135,1.0286764111022262,0
10.477622831758564,1.5465119106606906,0
10.844506122271627,2.074862945903816,0
11.05271397678938,2.6210798063130105,0
11.107465737335227,3.176363981292278,0
11.024441620871608,3.7288036277553847,0
10.819321844360982,4.266486902616096,0
10.507786624765796,4.777501962788178,0
10.105516179048502,5.2499369651854035,0
9.628190724171546,5.671880066721533,0
9.091490477097386,6.031419424310336,0
8.511030455599132,6.3206359035408,0
7.902008487691464,6.5571584969755135,0
7.279458028644244,6.768682157978893,0
6.658334769652068,6.982781103648694,0
6.047870188685397,7.216295097724061,0
5.447737724046807,7.468139985494918,0
4.856702925024609,7.7355290739464895,0
4.273531340907115,8.015675670063997,0
3.69698852098264,8.30579308083267,0
3.125840014539497,8.603094613237724,0
2.5588513708659946,8.904793574264392,0
1.9947881392504472,9.208103270897894,0
1.4324158689811686,9.510237010123461,0
0.8705001093464707,9.808408098926307,0
0.307806409634666,10.099829844291664,0
-0.2568996787259884,10.38171556449812,0
-0.8246257382050696,10.652475846311999,0
-1.3955287569164476,10.915010223099127,0
-1.9695664113947675,11.173270079827493,0
-2.5466963781746625,11.431206801465084,0
-3.12687633379078,11.692771772979885,0
-3.710063954777769,11.961916379339891,0
-4.296216917670261,12.242592005513092,0
-4.885292899002908,12.538750036467473,0
-5.477249575310342,12.854341857171026,0
-6.07204462312721,13.19331885259173,0
-6.668440442642723,13.542657321354785,0
-7.2601709048176,13.817920898269108,0
-7.841127334674194,13.941131713592855,0
-8.409905333051709,13.91454314578335,0
-8.966033133099879,13.756314579084739,0
-9.509038967968419,13.484605397741174,0
-10.038451070807056,13.117574985996805,0
-10.553797674765528,12.673382728095778,0
-11.054607012993543,12.170188008282247,0
-11.539557990772657,11.625726780814873,0
-11.996931300776955,11.052551000723826,0
-12.408041216111057,10.459739534438626,0
-12.754073746401302,9.856307302997687,0
-13.016214901274067,9.251269227439414,0
-13.1756506903557,8.653640228802198,0
-13.21534356840917,8.072222398806442,0
-13.13595282021342,7.513697637456035,0
-12.948292695738246,6.983531215954191,0
-12.66329805722687,6.487173955393952,0
-12.291903766922523,6.030076676868358,0
-11.845044687068446,5.617690201470463,0
-11.333655679907864,5.25546535029331,0
-10.76867300380531,4.948846962310739,0
-10.162404137659452,4.697404452388879,0
-9.531094283531386,4.483834826454921,0
-8.891691109505365,4.287825154612693,0
-8.261142283665647,4.089062506966027,0
-7.65608376039929,3.86746838308856,0
-7.079856676959674,3.6129628708725563,0
-6.517818216509921,3.3289911899576676,0
-5.954049107305882,3.0199585391240165,0
-5.372630077603429,2.69027011715174,0
-4.757642146389379,2.344331218285118,0
-4.1027225978686825,1.9896850233603711,0
-3.436215575899408,1.6452710262154968,0
-2.7943419938745397,1.3326151295989968,0
-2.213322765187088,1.0732432362593878,0
-1.7293788032300434,0.8886812489451758,0
-1.3787310213963986,0.8004550704048699,0
-1.1959621229150854,0.8289582232066552,0
-1.0883163108794154,0.906564025363514,0
